"가해자음주정도별","주야별","월별","시점","사고건수[건]","사망자수[명]","부상자수[명]",
"측정불능","주","6월","2011 년","3","0","3",
"측정불능","주","6월","2012 년","4","0","6",
"측정불능","주","6월","2013 년","11","0","14",
"측정불능","주","6월","2014 년","5","1","7",
"측정불능","주","6월","2015 년","5","0","5",
"측정불능","주","6월","2016 년","6","0","24",
"측정불능","주","6월","2017 년","16","0","19",
"측정불능","주","6월","2018 년","17","1","18",
"측정불능","주","6월","2019 년","19","0","28",
"측정불능","주","6월","2020 년","1","0","1",
"측정불능","주","7월","2005 년","1","0","1",
"측정불능","주","7월","2006 년","5","0","7",
"측정불능","주","7월","2007 년","3","0","4",
"측정불능","주","7월","2008 년","2","0","2",
"측정불능","주","7월","2009 년","4","0","4",
"측정불능","주","7월","2010 년","3","0","7",
"측정불능","주","7월","2011 년","4","0","4",
"측정불능","주","7월","2012 년","4","0","7",
"측정불능","주","7월","2013 년","8","2","9",
"측정불능","주","7월","2014 년","5","0","10",
"측정불능","주","7월","2015 년","8","1","11",
"측정불능","주","7월","2016 년","11","1","13",
"측정불능","주","7월","2017 년","14","1","16",
"측정불능","주","7월","2018 년","20","0","30",
"측정불능","주","7월","2019 년","27","1","43",
"측정불능","주","7월","2020 년","1","0","1",
"측정불능","주","8월","2006 년","3","0","3",
"측정불능","주","8월","2007 년","7","0","11",
"측정불능","주","8월","2008 년","1","0","4",
"측정불능","주","8월","2009 년","3","0","4",
"측정불능","주","8월","2010 년","3","1","5",
"측정불능","주","8월","2011 년","2","2","11",
"측정불능","주","8월","2012 년","5","1","6",
"측정불능","주","8월","2013 년","5","1","4",
"측정불능","주","8월","2014 년","2","0","3",
"측정불능","주","8월","2015 년","7","4","14",
"측정불능","주","8월","2016 년","10","1","13",
"측정불능","주","8월","2017 년","17","1","23",
"측정불능","주","8월","2018 년","18","1","26",
"측정불능","주","8월","2019 년","17","0","28",
"측정불능","주","8월","2020 년","2","0","2",
"측정불능","주","9월","2005 년","1","0","1",
"측정불능","주","9월","2006 년","5","0","9",
"측정불능","주","9월","2007 년","6","3","10",
"측정불능","주","9월","2008 년","1","0","1",
"측정불능","주","9월","2009 년","3","0","3",
"측정불능","주","9월","2010 년","7","0","12",
"측정불능","주","9월","2011 년","1","0","1",
"측정불능","주","9월","2012 년","5","0","6",
"측정불능","주","9월","2013 년","6","0","9",
"측정불능","주","9월","2014 년","2","0","3",
"측정불능","주","9월","2015 년","12","0","26",
"측정불능","주","9월","2016 년","10","0","14",
"측정불능","주","9월","2017 년","10","1","13",
"측정불능","주","9월","2018 년","13","0","26",
"측정불능","주","9월","2019 년","20","0","29",
"측정불능","주","10월","2005 년","1","0","1",
"측정불능","주","10월","2006 년","4","0","4",
"측정불능","주","10월","2007 년","6","0","9",
"측정불능","주","10월","2008 년","3","0","5",
"측정불능","주","10월","2009 년","7","0","14",
"측정불능","주","10월","2010 년","3","2","2",
"측정불능","주","10월","2011 년","3","0","3",
"측정불능","주","10월","2012 년","1","0","1",
"측정불능","주","10월","2013 년","8","0","12",
"측정불능","주","10월","2014 년","6","0","9",
"측정불능","주","10월","2015 년","11","1","13",
"측정불능","주","10월","2016 년","8","0","8",
"측정불능","주","10월","2017 년","12","3","16",
"측정불능","주","10월","2018 년","13","0","18",
"측정불능","주","10월","2019 년","20","2","24",
"측정불능","주","11월","2006 년","8","1","11",
"측정불능","주","11월","2007 년","2","0","3",
"측정불능","주","11월","2008 년","6","1","10",
"측정불능","주","11월","2009 년","6","0","7",
"측정불능","주","11월","2010 년","3","0","6",
"측정불능","주","11월","2011 년","1","0","1",
"측정불능","주","11월","2012 년","5","1","7",
"측정불능","주","11월","2013 년","5","0","7",
"측정불능","주","11월","2014 년","7","1","10",
"측정불능","주","11월","2015 년","6","0","9",
"측정불능","주","11월","2016 년","9","2","9",
"측정불능","주","11월","2017 년","8","0","8",
"측정불능","주","11월","2018 년","18","0","19",
"측정불능","주","11월","2019 년","24","0","32",
"측정불능","주","11월","2020 년","1","0","4",
"측정불능","주","12월","2005 년","1","0","2",
"측정불능","주","12월","2006 년","4","0","6",
"측정불능","주","12월","2007 년","7","1","10",
"측정불능","주","12월","2008 년","4","0","10",
"측정불능","주","12월","2009 년","3","0","3",
"측정불능","주","12월","2010 년","2","0","4",
"측정불능","주","12월","2011 년","6","1","8",
"측정불능","주","12월","2012 년","4","0","7",
"측정불능","주","12월","2013 년","3","0","4",
"측정불능","주","12월","2014 년","6","0","8",
"측정불능","주","12월","2015 년","9","0","16",
"측정불능","주","12월","2016 년","3","0","3",
"측정불능","주","12월","2017 년","18","3","25",
"측정불능","주","12월","2018 년","17","0","27",
"측정불능","주","12월","2019 년","11","0","16",
"측정불능","주","12월","2020 년","2","0","3",
"측정불능","야","전체","2005 년","8","0","10",
"측정불능","야","전체","2006 년","140","17","209",
"측정불능","야","전체","2007 년","170","12","247",
"측정불능","야","전체","2008 년","101","9","149",
"측정불능","야","전체","2009 년","137","8","201",
"측정불능","야","전체","2010 년","87","11","138",
"측정불능","야","전체","2011 년","67","8","96",
"측정불능","야","전체","2012 년","60","6","78",
"측정불능","야","전체","2013 년","107","6","153",
"측정불능","야","전체","2014 년","138","6","210",
"측정불능","야","전체","2015 년","95","5","134",
"측정불능","야","전체","2016 년","135","5","201",
"측정불능","야","전체","2017 년","148","8","219",
"측정불능","야","전체","2018 년","163","8","251",
"측정불능","야","전체","2019 년","217","11","309",
"측정불능","야","전체","2020 년","32","1","49",
"측정불능","야","1월","2005 년","2","0","3",
"측정불능","야","1월","2006 년","3","0","6",
"측정불능","야","1월","2007 년","12","1","18",
"측정불능","야","1월","2008 년","8","0","9",
"측정불능","야","1월","2009 년","14","0","23",
"측정불능","야","1월","2010 년","6","0","12",
"측정불능","야","1월","2011 년","5","1","7",
"측정불능","야","1월","2012 년","2","0","5",
"측정불능","야","1월","2013 년","5","0","5",
"측정불능","야","1월","2014 년","10","1","18",
"측정불능","야","1월","2015 년","11","0","18",
"측정불능","야","1월","2016 년","11","0","16",
"측정불능","야","1월","2017 년","12","1","17",
"측정불능","야","1월","2018 년","20","3","41",
"측정불능","야","1월","2019 년","11","2","12",
"측정불능","야","1월","2020 년","13","0","25",
"측정불능","야","2월","2006 년","9","1","9",
"측정불능","야","2월","2007 년","5","0","11",
"측정불능","야","2월","2008 년","13","1","19",
"측정불능","야","2월","2009 년","9","0","15",
"측정불능","야","2월","2010 년","3","1","2",
"측정불능","야","2월","2011 년","5","2","6",
"측정불능","야","2월","2012 년","4","0","6",
"측정불능","야","2월","2013 년","5","0","9",
"측정불능","야","2월","2014 년","10","2","12",
"측정불능","야","2월","2015 년","6","0","9",
"측정불능","야","2월","2016 년","11","0","16",
"측정불능","야","2월","2017 년","12","1","20",
"측정불능","야","2월","2018 년","14","1","18",
"측정불능","야","2월","2019 년","13","0","16",
"측정불능","야","2월","2020 년","10","1","13",
"측정불능","야","3월","2005 년","1","0","1",
"측정불능","야","3월","2006 년","17","1","21",
"측정불능","야","3월","2007 년","23","1","42",
"측정불능","야","3월","2008 년","5","0","9",
"측정불능","야","3월","2009 년","6","1","8",
"측정불능","야","3월","2010 년","6","0","9",
"측정불능","야","3월","2011 년","6","0","9",
"측정불능","야","3월","2012 년","9","1","11",
"측정불능","야","3월","2013 년","8","0","8",
"측정불능","야","3월","2014 년","15","2","15",
"측정불능","야","3월","2015 년","8","0","9",
"측정불능","야","3월","2016 년","17","0","23",
"측정불능","야","3월","2017 년","8","0","18",
"측정불능","야","3월","2018 년","14","1","19",
"측정불능","야","3월","2019 년","29","1","41",
"측정불능","야","3월","2020 년","6","0","8",
"측정불능","야","4월","2005 년","1","0","1",
"측정불능","야","4월","2006 년","9","1","15",
"측정불능","야","4월","2007 년","18","2","23",
"측정불능","야","4월","2008 년","5","0","8",
"측정불능","야","4월","2009 년","7","1","8",
"측정불능","야","4월","2010 년","7","0","11",
"측정불능","야","4월","2011 년","6","1","8",
"측정불능","야","4월","2012 년","4","1","3",
"측정불능","야","4월","2013 년","8","1","13",
"측정불능","야","4월","2014 년","10","0","18",
"측정불능","야","4월","2015 년","9","0","13",
"측정불능","야","4월","2016 년","12","1","16",
"측정불능","야","4월","2017 년","6","0","8",
"측정불능","야","4월","2018 년","15","2","23",
"측정불능","야","4월","2019 년","19","0","24",
"측정불능","야","5월","2006 년","16","1","24",
"측정불능","야","5월","2007 년","20","0","29",
"측정불능","야","5월","2008 년","8","2","11",
"측정불능","야","5월","2009 년","17","1","20",
"측정불능","야","5월","2010 년","4","0","6",
"측정불능","야","5월","2011 년","9","0","10",
"측정불능","야","5월","2012 년","5","0","5",
"측정불능","야","5월","2013 년","15","0","25",
"측정불능","야","5월","2014 년","16","0","30",
"측정불능","야","5월","2015 년","7","0","11",
"측정불능","야","5월","2016 년","10","0","15",
"측정불능","야","5월","2017 년","13","0","18",
"측정불능","야","5월","2018 년","17","1","23",
"측정불능","야","5월","2019 년","15","1","28",
"측정불능","야","5월","2020 년","1","0","1",
"측정불능","야","6월","2005 년","1","0","1",
"측정불능","야","6월","2006 년","11","2","22",
"측정불능","야","6월","2007 년","23","1","30",
"측정불능","야","6월","2008 년","6","0","11",
"측정불능","야","6월","2009 년","15","1","19",
"측정불능","야","6월","2010 년","9","3","16",
"측정불능","야","6월","2011 년","8","1","11",
"측정불능","야","6월","2012 년","5","0","5",
"측정불능","야","6월","2013 년","16","1","20",
"측정불능","야","6월","2014 년","8","0","8",
"측정불능","야","6월","2015 년","8","0","10",
"측정불능","야","6월","2016 년","9","1","12",
"측정불능","야","6월","2017 년","18","1","20",
"측정불능","야","6월","2018 년","8","0","13",
"측정불능","야","6월","2019 년","23","3","39",
"측정불능","야","7월","2006 년","15","3","24",
"측정불능","야","7월","2007 년","13","0","18",
"측정불능","야","7월","2008 년","9","1","15",
"측정불능","야","7월","2009 년","13","0","19",
"측정불능","야","7월","2010 년","6","0","8",
"측정불능","야","7월","2011 년","9","1","15",
"측정불능","야","7월","2012 년","5","1","7",
"측정불능","야","7월","2013 년","11","0","21",
"측정불능","야","7월","2014 년","19","0","29",
"측정불능","야","7월","2015 년","9","0","18",
"측정불능","야","7월","2016 년","12","1","17",
"측정불능","야","7월","2017 년","20","1","32",
"측정불능","야","7월","2018 년","14","0","22",
"측정불능","야","7월","2019 년","14","0","18",
"측정불능","야","8월","2005 년","1","0","2",
"측정불능","야","8월","2006 년","10","1","16",
"측정불능","야","8월","2007 년","19","3","27",
"측정불능","야","8월","2008 년","8","2","7",
"측정불능","야","8월","2009 년","17","2","24",
"측정불능","야","8월","2010 년","9","2","12",
"측정불능","야","8월","2011 년","1","0","1",
"측정불능","야","8월","2012 년","4","0","5",
"측정불능","야","8월","2013 년","6","0","11",
"측정불능","야","8월","2014 년","6","0","11",
"측정불능","야","8월","2015 년","7","1","7",
"측정불능","야","8월","2016 년","15","0","25",
"측정불능","야","8월","2017 년","16","0","25",
"측정불능","야","8월","2018 년","14","0","21",
"측정불능","야","8월","2019 년","15","0","20",
